gene,disease,diseaseId
RAB18,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB18,urethra cancer,MONDO_0004192
RAB18,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB18,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB18,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB18,adult T acute lymphoblastic leukemia,EFO_1001936
RAB18,biliary tract neoplasm,EFO_0003891
RAB18,acute myeloblastic leukemia with maturation,EFO_0003028
RAB18,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB18,adult B acute lymphoblastic leukemia,EFO_1001935
RAB18,upper aerodigestive tract neoplasm,EFO_0004284
RAB18,grade II glioma,MONDO_0021639
RAB18,adult acute lymphoblastic leukemia,MONDO_0003541
RAB18,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB18,refractory hairy cell leukemia,MONDO_0004110
RAB18,pituitary-dependent Cushing's disease,EFO_1001110
RAB18,adult hepatocellular carcinoma,MONDO_0016216
RAB18,core binding factor acute myeloid leukemia,EFO_1002001
RAB18,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB18,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB18,childhood acute myeloid leukemia,EFO_0000330
RAB18,adult glioblastoma,MONDO_0020690
RAB18,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB18,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB18,refractory malignant neoplasm,MONDO_0036501
RAB18,ureter urothelial carcinoma,EFO_1001973
RAB18,adult oligodendroglioma,MONDO_0002543
RAB18,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB18,lethal midline granuloma,EFO_1001013
RAB18,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB5B,small intestine lymphoma,MONDO_0001852
RAB5B,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB5B,pituitary-dependent Cushing's disease,EFO_1001110
RAB5B,upper aerodigestive tract neoplasm,EFO_0004284
RAB5B,biliary tract neoplasm,EFO_0003891
RAB5B,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB5B,urethra cancer,MONDO_0004192
RAB5B,Malignant Ovarian Brenner Tumor,EFO_1000357
RAB5B,refractory hairy cell leukemia,MONDO_0004110
RAB5B,adult hepatocellular carcinoma,MONDO_0016216
RAB5B,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB5B,adult acute lymphoblastic leukemia,MONDO_0003541
RAB5B,adult B acute lymphoblastic leukemia,EFO_1001935
RAB5B,adult T acute lymphoblastic leukemia,EFO_1001936
RAB5B,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB5B,acute myeloblastic leukemia with maturation,EFO_0003028
RAB5B,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB5B,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB5B,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB5B,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB5B,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB5B,ureter urothelial carcinoma,EFO_1001973
RAB5B,core binding factor acute myeloid leukemia,EFO_1002001
RAB5B,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB5B,adult glioblastoma,MONDO_0020690
RAB5B,grade II glioma,MONDO_0021639
RAB5B,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB5B,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB5B,refractory malignant neoplasm,MONDO_0036501
RAB5B,childhood acute myeloid leukemia,EFO_0000330
RAB30,adult acute lymphoblastic leukemia,MONDO_0003541
RAB30,Malignant Ovarian Brenner Tumor,EFO_1000357
RAB30,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB30,pituitary-dependent Cushing's disease,EFO_1001110
RAB30,adult T acute lymphoblastic leukemia,EFO_1001936
RAB30,core binding factor acute myeloid leukemia,EFO_1002001
RAB30,chronic renal failure syndrome,MONDO_0024327
RAB30,upper aerodigestive tract neoplasm,EFO_0004284
RAB30,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB30,urethra cancer,MONDO_0004192
RAB30,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB30,refractory hairy cell leukemia,MONDO_0004110
RAB30,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB30,adult B acute lymphoblastic leukemia,EFO_1001935
RAB30,refractory malignant neoplasm,MONDO_0036501
RAB30,lethal midline granuloma,EFO_1001013
RAB30,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB30,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB30,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB30,acute myeloblastic leukemia with maturation,EFO_0003028
RAB30,adult hepatocellular carcinoma,MONDO_0016216
RAB30,adult glioblastoma,MONDO_0020690
RAB30,biliary tract neoplasm,EFO_0003891
RAB30,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB30,grade II glioma,MONDO_0021639
RAB30,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB30,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB30,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB30,small intestine lymphoma,MONDO_0001852
RAB30,childhood acute myeloid leukemia,EFO_0000330
RAB20,adult acute lymphoblastic leukemia,MONDO_0003541
RAB20,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB20,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB20,adult B acute lymphoblastic leukemia,EFO_1001935
RAB20,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB20,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB20,core binding factor acute myeloid leukemia,EFO_1002001
RAB20,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB20,adult hepatocellular carcinoma,MONDO_0016216
RAB20,adult T acute lymphoblastic leukemia,EFO_1001936
RAB20,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB20,acute myeloblastic leukemia with maturation,EFO_0003028
RAB20,childhood acute myeloid leukemia,EFO_0000330
RAB20,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB20,small intestine lymphoma,MONDO_0001852
RAB20,refractory hairy cell leukemia,MONDO_0004110
RAB20,adult glioblastoma,MONDO_0020690
RAB20,grade II glioma,MONDO_0021639
RAB20,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB20,lethal midline granuloma,EFO_1001013
RAB20,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB20,refractory malignant neoplasm,MONDO_0036501
RAB20,biliary tract neoplasm,EFO_0003891
RAB20,urethra cancer,MONDO_0004192
RAB20,adult oligodendroglioma,MONDO_0002543
RAB20,upper aerodigestive tract neoplasm,EFO_0004284
RAB20,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB20,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB20,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB20,pituitary-dependent Cushing's disease,EFO_1001110
RAB15,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB15,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB15,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB15,adult B acute lymphoblastic leukemia,EFO_1001935
RAB15,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB15,adult acute lymphoblastic leukemia,MONDO_0003541
RAB15,core binding factor acute myeloid leukemia,EFO_1002001
RAB15,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB15,acute myeloblastic leukemia with maturation,EFO_0003028
RAB15,adult hepatocellular carcinoma,MONDO_0016216
RAB15,adult T acute lymphoblastic leukemia,EFO_1001936
RAB15,small intestine lymphoma,MONDO_0001852
RAB15,urethra cancer,MONDO_0004192
RAB15,upper aerodigestive tract neoplasm,EFO_0004284
RAB15,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB15,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB15,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB15,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB15,childhood acute myeloid leukemia,EFO_0000330
RAB15,adult glioblastoma,MONDO_0020690
RAB15,refractory hairy cell leukemia,MONDO_0004110
RAB15,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB15,biliary tract neoplasm,EFO_0003891
RAB15,grade II glioma,MONDO_0021639
RAB15,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB15,lethal midline granuloma,EFO_1001013
RAB15,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB15,refractory malignant neoplasm,MONDO_0036501
RAB15,fallopian tube cancer,MONDO_0002158
RAB15,adult oligodendroglioma,MONDO_0002543
RAB5A,core binding factor acute myeloid leukemia,EFO_1002001
RAB5A,refractory hairy cell leukemia,MONDO_0004110
RAB5A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB5A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB5A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB5A,childhood acute myeloid leukemia,EFO_0000330
RAB5A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB5A,urethra cancer,MONDO_0004192
RAB5A,biliary tract neoplasm,EFO_0003891
RAB5A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB5A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB5A,adult glioblastoma,MONDO_0020690
RAB5A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB5A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB5A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB5A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB5A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB5A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB5A,refractory malignant neoplasm,MONDO_0036501
RAB5A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB5A,adult hepatocellular carcinoma,MONDO_0016216
RAB5A,upper aerodigestive tract neoplasm,EFO_0004284
RAB5A,grade II glioma,MONDO_0021639
RAB5A,oral cavity mucoepidermoid carcinoma,MONDO_0044964
RAB5A,verrucous carcinoma of oral cavity,MONDO_0021538
RAB5A,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB5A,pituitary-dependent Cushing's disease,EFO_1001110
RAB5A,fallopian tube cancer,MONDO_0002158
RAB5A,Disorder of amino acid and other organic acid metabolism,Orphanet_79062
RAB5A,adult oligodendroglioma,MONDO_0002543
RAB4A,adult hepatocellular carcinoma,MONDO_0016216
RAB4A,childhood acute myeloid leukemia,EFO_0000330
RAB4A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB4A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB4A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB4A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB4A,upper aerodigestive tract neoplasm,EFO_0004284
RAB4A,urethra cancer,MONDO_0004192
RAB4A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB4A,core binding factor acute myeloid leukemia,EFO_1002001
RAB4A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB4A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB4A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB4A,adult glioblastoma,MONDO_0020690
RAB4A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB4A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB4A,biliary tract neoplasm,EFO_0003891
RAB4A,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB4A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB4A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB4A,fallopian tube cancer,MONDO_0002158
RAB4A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB4A,refractory malignant neoplasm,MONDO_0036501
RAB4A,refractory hairy cell leukemia,MONDO_0004110
RAB4A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB4A,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB4A,grade II glioma,MONDO_0021639
RAB4A,adult oligodendroglioma,MONDO_0002543
RAB4A,pituitary-dependent Cushing's disease,EFO_1001110
RAB4A,lethal midline granuloma,EFO_1001013
RAB6D,acute myeloblastic leukemia with maturation,EFO_0003028
RAB6D,core binding factor acute myeloid leukemia,EFO_1002001
RAB6D,adult hepatocellular carcinoma,MONDO_0016216
RAB6D,refractory hairy cell leukemia,MONDO_0004110
RAB6D,adult acute lymphoblastic leukemia,MONDO_0003541
RAB6D,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB6D,childhood acute myeloid leukemia,EFO_0000330
RAB6D,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB6D,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB6D,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB6D,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB6D,adult B acute lymphoblastic leukemia,EFO_1001935
RAB6D,upper aerodigestive tract neoplasm,EFO_0004284
RAB6D,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB6D,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB6D,adult T acute lymphoblastic leukemia,EFO_1001936
RAB6D,adult glioblastoma,MONDO_0020690
RAB6D,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB6D,small intestine lymphoma,MONDO_0001852
RAB6D,grade II glioma,MONDO_0021639
RAB6D,biliary tract neoplasm,EFO_0003891
RAB6D,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB6D,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB6D,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB6D,chronic renal failure syndrome,MONDO_0024327
RAB6D,acute erythroblastic leukemia,EFO_1001257
RAB6D,lethal midline granuloma,EFO_1001013
RAB6D,pituitary-dependent Cushing's disease,EFO_1001110
RAB6D,refractory malignant neoplasm,MONDO_0036501
RAB6D,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB21,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB21,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB21,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB21,adult hepatocellular carcinoma,MONDO_0016216
RAB21,core binding factor acute myeloid leukemia,EFO_1002001
RAB21,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB21,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB21,upper aerodigestive tract neoplasm,EFO_0004284
RAB21,acute myeloblastic leukemia with maturation,EFO_0003028
RAB21,biliary tract neoplasm,EFO_0003891
RAB21,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB21,childhood acute myeloid leukemia,EFO_0000330
RAB21,adult T acute lymphoblastic leukemia,EFO_1001936
RAB21,adult acute lymphoblastic leukemia,MONDO_0003541
RAB21,adult B acute lymphoblastic leukemia,EFO_1001935
RAB21,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB21,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RAB21,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB21,refractory malignant neoplasm,MONDO_0036501
RAB21,pituitary-dependent Cushing's disease,EFO_1001110
RAB21,small intestine lymphoma,MONDO_0001852
RAB21,urethra cancer,MONDO_0004192
RAB21,adult glioblastoma,MONDO_0020690
RAB21,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB21,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB21,lip and oral cavity squamous cell carcinoma,MONDO_0044710
RAB21,refractory hairy cell leukemia,MONDO_0004110
RAB21,grade II glioma,MONDO_0021639
RAB21,ureter urothelial carcinoma,EFO_1001973
RAB21,adult oligodendroglioma,MONDO_0002543
RAB1A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB1A,pituitary-dependent Cushing's disease,EFO_1001110
RAB1A,childhood acute lymphoblastic leukemia,MONDO_0000870
RAB1A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB1A,human papillomavirus-related squamous cell carcinoma,MONDO_0020657
RAB1A,small intestine lymphoma,MONDO_0001852
RAB1A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB1A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB1A,adult glioblastoma,MONDO_0020690
RAB1A,adult T acute lymphoblastic leukemia,EFO_1001936
RAB1A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB1A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB1A,childhood acute myeloid leukemia,EFO_0000330
RAB1A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB1A,core binding factor acute myeloid leukemia,EFO_1002001
RAB1A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB1A,refractory hairy cell leukemia,MONDO_0004110
RAB1A,adult hepatocellular carcinoma,MONDO_0016216
RAB1A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB1A,upper aerodigestive tract neoplasm,EFO_0004284
RAB1A,Primary Peritoneal Serous Adenocarcinoma,EFO_1000494
RAB1A,refractory malignant neoplasm,MONDO_0036501
RAB1A,Fallopian Tube Carcinosarcoma,EFO_1000252
RAB1A,urethra cancer,MONDO_0004192
RAB1A,acute myeloblastic leukemia without maturation,EFO_0003027
RAB1A,adult oligodendroglioma,MONDO_0002543
RAB1A,fallopian tube cancer,MONDO_0002158
RAB1A,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RAB1A,high grade ovarian serous adenocarcinoma,EFO_1001958
RAB1A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RASEF,fallopian tube transitional cell carcinoma,MONDO_0002833
RASEF,adult B acute lymphoblastic leukemia,EFO_1001935
RASEF,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RASEF,chronic renal failure syndrome,MONDO_0024327
RASEF,adult hepatocellular carcinoma,MONDO_0016216
RASEF,core binding factor acute myeloid leukemia,EFO_1002001
RASEF,adult glioblastoma,MONDO_0020690
RASEF,shoulder impingement syndrome,EFO_1001178
RASEF,small intestine lymphoma,MONDO_0001852
RASEF,sex chromosome disorder of sex development,MONDO_0017975
RASEF,refractory malignant neoplasm,MONDO_0036501
RASEF,childhood T acute lymphoblastic leukemia,EFO_1001947
RASEF,Endometrial Hyperplasia without Atypia,EFO_1000234
RASEF,childhood B acute lymphoblastic leukemia,EFO_1001946
RASEF,upper aerodigestive tract neoplasm,EFO_0004284
RASEF,fallopian tube mucinous adenocarcinoma,MONDO_0002744
RASEF,childhood acute myeloid leukemia with maturation,EFO_1001945
RASEF,lethal midline granuloma,EFO_1001013
RASEF,HIV-Associated Lipodystrophy Syndrome,EFO_1001348
RASEF,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RASEF,pituitary-dependent Cushing's disease,EFO_1001110
RASEF,refractory hairy cell leukemia,MONDO_0004110
RASEF,adult oligodendroglioma,MONDO_0002543
RASEF,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RASEF,adult T acute lymphoblastic leukemia,EFO_1001936
RASEF,grade II glioma,MONDO_0021639
RASEF,urethra cancer,MONDO_0004192
RASEF,adult acute lymphoblastic leukemia,MONDO_0003541
RASEF,ovarian clear cell cystadenocarcinoma,MONDO_0004222
RASEF,acute myeloblastic leukemia with maturation,EFO_0003028
RAB6A,adult B acute lymphoblastic leukemia,EFO_1001935
RAB6A,acute myeloblastic leukemia with maturation,EFO_0003028
RAB6A,upper aerodigestive tract neoplasm,EFO_0004284
RAB6A,fallopian tube cancer,MONDO_0002158
RAB6A,fallopian tube transitional cell carcinoma,MONDO_0002833
RAB6A,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO_0019457
RAB6A,fallopian tube clear cell adenocarcinoma,MONDO_0003383
RAB6A,adult acute lymphoblastic leukemia,MONDO_0003541
RAB6A,fallopian tube endometrioid adenocarcinoma,MONDO_0003666
RAB6A,adult hepatocellular carcinoma,MONDO_0016216
RAB6A,urethra cancer,MONDO_0004192
RAB6A,biliary tract neoplasm,EFO_0003891
RAB6A,core binding factor acute myeloid leukemia,EFO_1002001
RAB6A,childhood T acute lymphoblastic leukemia,EFO_1001947
RAB6A,childhood acute myeloid leukemia with maturation,EFO_1001945
RAB6A,childhood B acute lymphoblastic leukemia,EFO_1001946
RAB6A,childhood acute myeloid leukemia,EFO_0000330
