gene_acronym,gene_name,gene_entrez_id,age_in_days,age,donor_sex,structure_name,expression_energy
Tcf4,transcription factor 4,21413,0.0,unknown,M,pontomedullary hindbrain,3.51102
Shh,sonic hedgehog,20423,0.0,unknown,M,pontomedullary hindbrain,0.468396
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,0.0,unknown,M,pontomedullary hindbrain,0.0947887
Wnt2,"wingless-type MMTV integration site family, member 2",22413,0.0,unknown,M,pontomedullary hindbrain,0.0780423
Tlx3,"T cell leukemia, homeobox 3",27140,0.0,unknown,M,pontomedullary hindbrain,10.0628
Sim1,single-minded homolog 1 (Drosophila),20464,0.0,unknown,M,medullary hindbrain (medulla),0.196832
Fezf2,Fez family zinc finger 2,54713,0.0,unknown,M,medullary hindbrain (medulla),0.630988
Zic4,zinc finger protein of the cerebellum 4,22774,0.0,unknown,M,medullary hindbrain (medulla),0.116604
Tcf4,transcription factor 4,21413,0.0,unknown,M,medullary hindbrain (medulla),7.2866
Shh,sonic hedgehog,20423,0.0,unknown,M,medullary hindbrain (medulla),0.542522
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,0.0,unknown,M,medullary hindbrain (medulla),0.297247
Tlx3,"T cell leukemia, homeobox 3",27140,0.0,unknown,M,medullary hindbrain (medulla),12.7577
Wnt2,"wingless-type MMTV integration site family, member 2",22413,0.0,unknown,M,medullary hindbrain (medulla),0.444671
Ttr,transthyretin,22139,1.0,P1,M,rostral secondary prosencephalon,0.265032
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,rostral secondary prosencephalon,0.120691
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,rostral secondary prosencephalon,0.58358
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,rostral secondary prosencephalon,0.889389
Ttr,transthyretin,22139,1.0,P1,M,telencephalic vesicle,1.36842
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,telencephalic vesicle,0.0318518
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,telencephalic vesicle,0.27318
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,telencephalic vesicle,2.60313
Ttr,transthyretin,22139,1.0,P1,M,peduncular (caudal) hypothalamus,0.616534
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,peduncular (caudal) hypothalamus,0.717577
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,peduncular (caudal) hypothalamus,1.83413
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,peduncular (caudal) hypothalamus,0.0183136
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,prosomere 3,0.815562
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,prosomere 3,7.13452
Ttr,transthyretin,22139,1.0,P1,M,prosomere 3,1.19705
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,prosomere 3,0.0256989
Ttr,transthyretin,22139,1.0,P1,M,prosomere 2,3.59029
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,prosomere 2,0.985531
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,prosomere 2,17.3159
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,prosomere 2,0.0242714
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,prosomere 1,17.9667
Ttr,transthyretin,22139,1.0,P1,M,prosomere 1,2.33075
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,prosomere 1,0.0258142
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,prosomere 1,1.08259
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,midbrain,0.0298002
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,midbrain,0.385832
Ttr,transthyretin,22139,1.0,P1,M,midbrain,0.0334485
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,midbrain,11.9428
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,prepontine hindbrain,0.520338
Ttr,transthyretin,22139,1.0,P1,M,prepontine hindbrain,0.27503
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,prepontine hindbrain,0.0339224
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,prepontine hindbrain,1.8273
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,pontine hindbrain,0.223403
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,pontine hindbrain,0.211599
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,pontine hindbrain,0.0291414
Ttr,transthyretin,22139,1.0,P1,M,pontine hindbrain,2.66255
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,pontomedullary hindbrain,0.483248
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,pontomedullary hindbrain,0.0318314
Ttr,transthyretin,22139,1.0,P1,M,pontomedullary hindbrain,3.48156
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,pontomedullary hindbrain,0.224298
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,1.0,P1,M,medullary hindbrain (medulla),0.0460358
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,1.0,P1,M,medullary hindbrain (medulla),0.42419
Ttr,transthyretin,22139,1.0,P1,M,medullary hindbrain (medulla),1.50641
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,1.0,P1,M,medullary hindbrain (medulla),0.394217
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,rostral secondary prosencephalon,0.418858
Ttr,transthyretin,22139,2.0,P2,M,rostral secondary prosencephalon,0.021829
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,rostral secondary prosencephalon,0.365088
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,rostral secondary prosencephalon,0.0567189
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,telencephalic vesicle,1.43898
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,telencephalic vesicle,0.0224122
Ttr,transthyretin,22139,2.0,P2,M,telencephalic vesicle,1.31507
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,telencephalic vesicle,0.333235
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,peduncular (caudal) hypothalamus,0.0246797
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,peduncular (caudal) hypothalamus,0.593122
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,peduncular (caudal) hypothalamus,0.356782
Ttr,transthyretin,22139,2.0,P2,M,peduncular (caudal) hypothalamus,0.222871
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,prosomere 3,0.388819
Ttr,transthyretin,22139,2.0,P2,M,prosomere 3,0.893498
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,prosomere 3,0.0110707
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,prosomere 3,3.0577
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,prosomere 2,0.28198
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,prosomere 2,12.7437
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,prosomere 2,0.0271039
Ttr,transthyretin,22139,2.0,P2,M,prosomere 2,3.94812
Ttr,transthyretin,22139,2.0,P2,M,prosomere 1,0.961964
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,prosomere 1,13.6748
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,prosomere 1,0.017362
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,prosomere 1,0.292186
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,midbrain,0.136896
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,midbrain,8.50538
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,midbrain,0.0212009
Ttr,transthyretin,22139,2.0,P2,M,midbrain,0.0421806
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,prepontine hindbrain,0.395024
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,prepontine hindbrain,1.12541
Ttr,transthyretin,22139,2.0,P2,M,prepontine hindbrain,2.07623
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,prepontine hindbrain,0.0200794
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,pontine hindbrain,0.0256004
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,pontine hindbrain,0.342883
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,pontine hindbrain,0.301584
Ttr,transthyretin,22139,2.0,P2,M,pontine hindbrain,0.0964728
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,pontomedullary hindbrain,0.0214109
Ttr,transthyretin,22139,2.0,P2,M,pontomedullary hindbrain,0.145147
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,pontomedullary hindbrain,0.457704
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,pontomedullary hindbrain,0.198322
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,2.0,P2,M,medullary hindbrain (medulla),0.0223217
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,2.0,P2,M,medullary hindbrain (medulla),0.221867
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,2.0,P2,M,medullary hindbrain (medulla),0.661605
Ttr,transthyretin,22139,2.0,P2,M,medullary hindbrain (medulla),2.81435
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,rostral secondary prosencephalon,1.89696
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,rostral secondary prosencephalon,0.146848
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,rostral secondary prosencephalon,0.352223
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,rostral secondary prosencephalon,1.01403
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,rostral secondary prosencephalon,1.38202
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,rostral secondary prosencephalon,1.67074
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,rostral secondary prosencephalon,0.269974
Tcf4,transcription factor 4,21413,4.0,P4,M,rostral secondary prosencephalon,5.08931
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,rostral secondary prosencephalon,0.335173
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,rostral secondary prosencephalon,5.46162
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,rostral secondary prosencephalon,0.0992705
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,rostral secondary prosencephalon,1.16923
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,rostral secondary prosencephalon,1.55395
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,rostral secondary prosencephalon,1.95841
Cartpt,CART prepropeptide,27220,4.0,P4,M,rostral secondary prosencephalon,0.121509
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,rostral secondary prosencephalon,0.67352
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,rostral secondary prosencephalon,0.32065
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,rostral secondary prosencephalon,0.0920336
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,rostral secondary prosencephalon,10.0622
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,rostral secondary prosencephalon,0.287634
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,rostral secondary prosencephalon,0.126492
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,rostral secondary prosencephalon,0.0288394
Ttr,transthyretin,22139,4.0,P4,M,rostral secondary prosencephalon,0.0192577
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,rostral secondary prosencephalon,0.40116
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,rostral secondary prosencephalon,0.400038
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,rostral secondary prosencephalon,15.215
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,rostral secondary prosencephalon,0.126484
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,rostral secondary prosencephalon,0.0667346
Shh,sonic hedgehog,20423,4.0,P4,M,rostral secondary prosencephalon,0.672572
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,rostral secondary prosencephalon,2.62597
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,rostral secondary prosencephalon,15.1791
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,rostral secondary prosencephalon,12.1728
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,telencephalic vesicle,12.7821
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,telencephalic vesicle,0.81269
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,telencephalic vesicle,0.131181
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,telencephalic vesicle,0.322215
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,telencephalic vesicle,0.170489
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,telencephalic vesicle,0.115375
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,telencephalic vesicle,9.73704
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,telencephalic vesicle,11.4312
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,telencephalic vesicle,0.0682713
Shh,sonic hedgehog,20423,4.0,P4,M,telencephalic vesicle,0.354163
Cartpt,CART prepropeptide,27220,4.0,P4,M,telencephalic vesicle,0.0616984
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,telencephalic vesicle,0.252621
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,telencephalic vesicle,10.5897
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,telencephalic vesicle,0.0657448
Tcf4,transcription factor 4,21413,4.0,P4,M,telencephalic vesicle,15.4546
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,telencephalic vesicle,0.538109
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,telencephalic vesicle,0.870702
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,telencephalic vesicle,0.489688
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,telencephalic vesicle,0.0635466
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,telencephalic vesicle,1.02168
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,telencephalic vesicle,3.18846
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,telencephalic vesicle,3.6048
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,telencephalic vesicle,15.0759
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,telencephalic vesicle,0.925502
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,telencephalic vesicle,2.1115
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,telencephalic vesicle,1.48823
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,telencephalic vesicle,1.02521
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,telencephalic vesicle,1.53812
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,telencephalic vesicle,1.22897
Ttr,transthyretin,22139,4.0,P4,M,telencephalic vesicle,0.685709
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,telencephalic vesicle,0.059872
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,telencephalic vesicle,0.291961
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,peduncular (caudal) hypothalamus,1.72969
Tcf4,transcription factor 4,21413,4.0,P4,M,peduncular (caudal) hypothalamus,5.12526
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,peduncular (caudal) hypothalamus,13.8852
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,peduncular (caudal) hypothalamus,0.314041
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,peduncular (caudal) hypothalamus,13.0859
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,peduncular (caudal) hypothalamus,0.132329
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,peduncular (caudal) hypothalamus,2.27382
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,peduncular (caudal) hypothalamus,0.0125796
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,peduncular (caudal) hypothalamus,0.224215
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,peduncular (caudal) hypothalamus,0.0606727
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,peduncular (caudal) hypothalamus,1.46264
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,peduncular (caudal) hypothalamus,1.81848
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,peduncular (caudal) hypothalamus,2.42907
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,peduncular (caudal) hypothalamus,0.551708
Ttr,transthyretin,22139,4.0,P4,M,peduncular (caudal) hypothalamus,0.228567
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,peduncular (caudal) hypothalamus,0.0327296
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,peduncular (caudal) hypothalamus,0.33368
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,peduncular (caudal) hypothalamus,12.9286
Cartpt,CART prepropeptide,27220,4.0,P4,M,peduncular (caudal) hypothalamus,0.243115
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,peduncular (caudal) hypothalamus,0.214702
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,peduncular (caudal) hypothalamus,0.128865
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,peduncular (caudal) hypothalamus,6.48637
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,peduncular (caudal) hypothalamus,0.55852
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,peduncular (caudal) hypothalamus,0.550139
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,peduncular (caudal) hypothalamus,0.212515
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,peduncular (caudal) hypothalamus,0.196
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,peduncular (caudal) hypothalamus,0.133197
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,peduncular (caudal) hypothalamus,15.5602
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,peduncular (caudal) hypothalamus,0.0795254
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,peduncular (caudal) hypothalamus,0.0369233
Shh,sonic hedgehog,20423,4.0,P4,M,peduncular (caudal) hypothalamus,0.315012
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,peduncular (caudal) hypothalamus,1.47016
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,prosomere 3,1.90401
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,prosomere 3,0.113702
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 3,0.366543
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,prosomere 3,0.11708
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,prosomere 3,1.88844
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,prosomere 3,0.351716
Cartpt,CART prepropeptide,27220,4.0,P4,M,prosomere 3,0.235829
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,prosomere 3,11.02
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,prosomere 3,0.0175609
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,prosomere 3,0.0390594
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,prosomere 3,12.6235
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,prosomere 3,0.104295
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,prosomere 3,1.17218
Ttr,transthyretin,22139,4.0,P4,M,prosomere 3,0.719047
Tcf4,transcription factor 4,21413,4.0,P4,M,prosomere 3,4.11851
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,prosomere 3,0.471531
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,prosomere 3,0.269925
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,prosomere 3,0.0802775
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,prosomere 3,0.0322802
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,prosomere 3,3.54139
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 3,0.107986
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,prosomere 3,13.1046
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,prosomere 3,0.261658
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,prosomere 3,4.17877
Shh,sonic hedgehog,20423,4.0,P4,M,prosomere 3,0.207927
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,prosomere 3,14.6937
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,prosomere 3,5.39333
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,prosomere 3,5.82808
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,prosomere 3,0.32432
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,prosomere 3,0.117472
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,prosomere 3,0.0108472
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,prosomere 3,0.0397552
Postn,"periostin, osteoblast specific factor",50706,4.0,P4,M,prosomere 2,0.0691225
Fxyd6,FXYD domain-containing ion transport regulator 6,59095,4.0,P4,M,prosomere 2,13.3556
Olig2,oligodendrocyte transcription factor 2,50913,4.0,P4,M,prosomere 2,1.78689
Cartpt,CART prepropeptide,27220,4.0,P4,M,prosomere 2,0.110546
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 2,0.515901
Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,4.0,P4,M,prosomere 2,5.35909
Fezf2,Fez family zinc finger 2,54713,4.0,P4,M,prosomere 2,0.180213
Pdgfc,"platelet-derived growth factor, C polypeptide",54635,4.0,P4,M,prosomere 2,0.0148916
Sim1,single-minded homolog 1 (Drosophila),20464,4.0,P4,M,prosomere 2,0.0406545
Nr5a1,"nuclear receptor subfamily 5, group A, member 1",26423,4.0,P4,M,prosomere 2,0.0302543
Nkx2-1,NK2 homeobox 1,21869,4.0,P4,M,prosomere 2,10.8675
Trpc4,"transient receptor potential cation channel, subfamily C, member 4",22066,4.0,P4,M,prosomere 2,0.32351
Angptl2,angiopoietin-like 2,26360,4.0,P4,M,prosomere 2,0.40635
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 2,0.189692
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,prosomere 2,2.05966
Zic4,zinc finger protein of the cerebellum 4,22774,4.0,P4,M,prosomere 2,0.0800808
Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,4.0,P4,M,prosomere 2,15.662
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,prosomere 2,0.0209581
Ly6h,"lymphocyte antigen 6 complex, locus H",23934,4.0,P4,M,prosomere 2,12.4295
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,prosomere 2,0.0335677
Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,4.0,P4,M,prosomere 2,12.8676
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,prosomere 2,1.65726
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,prosomere 2,0.0409837
Tlx3,"T cell leukemia, homeobox 3",27140,4.0,P4,M,prosomere 2,0.110153
Ttr,transthyretin,22139,4.0,P4,M,prosomere 2,2.09721
Spint2,"serine protease inhibitor, Kunitz type 2",20733,4.0,P4,M,prosomere 2,6.19187
Tcf4,transcription factor 4,21413,4.0,P4,M,prosomere 2,3.62414
Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,4.0,P4,M,prosomere 2,1.02961
Wnt7b,"wingless-type MMTV integration site family, member 7B",22422,4.0,P4,M,prosomere 2,0.129499
Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,4.0,P4,M,prosomere 2,0.298768
Shh,sonic hedgehog,20423,4.0,P4,M,prosomere 2,0.145712
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,prosomere 2,0.294846
Tal2,T cell acute lymphocytic leukemia 2,21350,4.0,P4,M,prosomere 1,0.0515934
Spp1,secreted phosphoprotein 1,20750,4.0,P4,M,prosomere 1,0.162875
Tcf4,transcription factor 4,21413,4.0,P4,M,prosomere 1,3.70641
Ttr,transthyretin,22139,4.0,P4,M,prosomere 1,0.898809
Wnt3a,"wingless-type MMTV integration site family, member 3A",22416,4.0,P4,M,prosomere 1,0.0206491
Wnt2,"wingless-type MMTV integration site family, member 2",22413,4.0,P4,M,prosomere 1,0.227707
Trpc5,"transient receptor potential cation channel, subfamily C, member 5",22067,4.0,P4,M,prosomere 1,0.520714
Mtor,mechanistic target of rapamycin (serine/threonine kinase),56717,4.0,P4,M,prosomere 1,2.55508
Fam3c,"family with sequence similarity 3, member C",27999,4.0,P4,M,prosomere 1,2.93957
